structure,value
O=C(Nc1c(C)cccc1C)CN1CCN(CC1)CCCC(c1ccc(cc1)F)c1ccc(cc1)F,-3.692
ClC1=C(Cl)C(=O)C(=C(C1=O)Cl)Cl,-2.993
CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC[C@@H]2[C@]1(C)CC[C@H](C2)O)C)C,-10.051
C1CC=CC1,-2.1
O1CCOC2CCCCC2OCCOCCOC2C(OCC1)CCCC2,-3.033
CCCC(C(=O)Nc1ncccn1)CCC,-3.13
CC(=O)N(c1ccccc1C(=O)O)C,-2.19
CCCCCCCCCCCCCCC(=O)O,-4.31
CC(=O)OCC(COC(=O)C)(COC(=O)C)COC(=O)C,-1.569
O=C1/C=C\C=C/[C@@H](OCC[C@H]([C@@H](C(=O)OC[C@]23[C@]4([C@H](O1)C[C@H]([C@]14CO1)O[C@@H]3C=C(CC2)C)C)O)C)[C@H](O)C,-2.767
COc1cc(/C=C/C(=O)N2CCCO2)cc(c1OC)OC,-1.529
c1cnc2c(c1)[nH]cc2,-1.618
CN1CCC(CC1)OC(=O)Nc1c(C)cccc1Cl,-3.646
O=C1CCS(=O)(=O)C(N1C)c1ccc(c(c1)Cl)Cl,-1.779
CC(=O)NCCSSCCNC(=O)C,-2.062
CCCCCCCCCCCCCCCNCCSS(=O)(=O)O,-5.465
CCn1c2ncccc2n(c(=O)c2c1nccc2)C,-2.62
CCN([C@H]1CCN(C1)[C@@H]1Cc2ccccc2Sc2c1cc(Cl)cc2)C,-6.755
Clc1c(O)cc(c(c1Cl)Cl)Cl,-3.15
CN1CCN(CC1)C1=Nc2ccccc2Cc2c1cccc2,-3.216
OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@@H]([C@@H](O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC,-3.767
N#CC(=NNc1ccccc1Cl)C#N,-3.358
COc1cc2c(cc1OC)CCN(C2CCc1ccc(c(c1Cl)Cl)Cl)C,-6.472
O=C(Nc1ncco1)Nc1ccc(cc1)Cl,-3.028
NC(=N)c1ccc(cc1)C=Cc1ccc(cc1)C(=N)N,-2.868
CCC(c1ccccc1)C(=O)OCCN1CCOC(C1C)c1ccccc1,-4.588
OC(C(Br)(Br)Br)NC(=O)C(F)(F)F,-2.868
CCOP(=S)(OCC)SCSc1ccc(cc1)Cl,-5.74
Brc1ccc2c(c1)c(=O)n(c(n2)C)c1ccccc1,-5.49
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC(F)F)cc(n1)OC(F)F,-5.152
CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(CC1)C)c1c(S2)cccc1,-6.395
N#C[C@@H](c1cccc(c1)Oc1ccccc1)OC(=O)[C@@H](C(C)C)Nc1ccc(cc1Cl)C(F)(F)F,-8.0
CC(N1CCC(CC1)OC(=O)Nc1c(C)cccc1C)C,-4.395
Clc1ccc2c(c1)C(=NCC(=O)N2C)c1ccccc1,-3.75
C1COc2c(O1)cccc2,-1.912
ClCc1cc(ccc1O)[N+](=O)[O-],-2.303
CCC1(C(=O)NC(=O)NC1=O)c1ccccc1,-2.32
C/C(=C\C=C\C(=C\C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,-6.376
OCCCCCC/N=C(/CSS(=O)(=O)O)\N,-1.22
OCC(COc1cc(C)ccc1C(C)C)O,-3.283
CCCCCC(=O)OC,-2.0
CCC(C(=O)OCC(Cl)(Cl)Cl)(CC)Cl,-4.32
OCCOc1ccc(cc1C(=O)NC)c1ccccc1,-2.952
O=C(O[C@H]1CC[C@]2(C(C1(C)C)CC[C@@]1([C@@H]2C(=O)C=C2[C@@]1(C)CC[C@@]1([C@@H]2C[C@@](C)(CC1)C(=O)O)C)C)C)CCC(=O)O,-9.69
OC[C@H]1O[C@@H](Oc2cc3CC[C@@H](c4c(c3c(c2OC)OC)ccc(c(=O)c4)OC)NC(=O)C)[C@@H]([C@H]([C@@H]1O)O)O,-2.955
Clc1ccc(cc1)S(=O)(=O)N,-1.581
c1ccc2c(c1)cccc2,-3.6
CSc1c(C)cc(cc1C)O,-2.588
COc1cc(O)c2c(c1)oc1c(c2=O)cc(cc1)O,-2.93
OC(=O)Cc1ccc2c(c1)nc(s2)c1ccccn1,-2.639
O=C(c1ccccc1)NC1CCN(CC1)CCc1c[nH]c2c1cccc2,-5.549
OC(=O)c1cccs1,-1.233
Clc1ccc(c(c1)Cl)c1cc(Cl)ccc1Cl,-6.57
CC(=O)OC(COc1ccccc1C)COC(=O)C,-3.372
COC(=O)c1c(C)ccc(c1OCC(=O)OCCCN(C)C)C(C)C,-3.864
CCCCNc1ccccc1OC,-2.943
[O-][N+](=O)c1ccc(o1)/C=C/C(=O)OCC,-2.925
C=CCOc1ccccc1C(=O)N,-2.227
OCCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,-3.032
COc1ccc(cc1)C(=O)/C=N\N(C)C,-1.414
FCCCCI,-3.241
CCCCCCC(=O)OCC,-2.71
CC(N1CCC(CC1)(c1ccccc1)c1ccccc1)(C)C,-4.688
CCCCOc1ccc(cc1)N,-2.653
CCOC(=O)Oc1c(OC)cc(cc1OC)C(=O)O[C@@H]1C[C@@H]2CN3CCc4c([C@H]3C[C@@H]2[C@@H]([C@H]1OC)C(=O)OC)[nH]c1c4ccc(c1)OC,-5.727
CC[C@@H]1/C=C/C=C/C[C@H](C)[C@@H](O)[C@](C)(O)C(=O)[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@@H]([C@H]([C@@H](/C=C/C(=O)O[C@H]2[C@H]([C@@H](CC1)O[C@@]1(CC[C@H]([C@H](O1)C[C@@H](O)C)C)[C@H]2C)C)C)O)C,-10.921
CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,-2.943
CCCCCCCCCCCCCCCCCC(=O)OCC(C(c1ccc(cc1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl,-11.289
CCCCOc1c(N)cccc1C(=O)OCCN(CC)CC,-3.465
CCC(=O)c1ccc(cc1)OCC(CN1CCN(C(C1)C)c1ccccc1)O,-3.57
O=C(Nc1c(C)cccc1Cl)OC1CCN(CC1)C(C)C,-4.626
CC(C1(CC=C(C)C)C(=O)NC(=O)NC1=O)C,-2.59
CC1(C)CC=CC(N1)(C)C,-1.144
Cc1c(N)ccc2c1nc1c(c2)ccc(c1C)N,-4.245
OP(=O)(c1ccccc1)c1ccccc1,-2.335
OCCCCc1[nH]c2c(n1)n(C)c(=O)n(c2=O)C,-2.491
CCc1nc(N)nc(c1c1ccc(c(c1)Cl)Cl)N,-3.853
CCCCn1c(=O)c2n(C)cnc2n(c1=O)C,-1.625
OC(=O)C(c1ccc2c(c1)nc(o2)c1cc(Cl)cc(c1)Cl)C,-5.206
Cl[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,-5.586
CCCC[C@H](C=O)CC,-2.13
Cc1cc(Cl)c(cc1S(=O)(=O)N)S(=O)(=O)N,-4.148
ClCCS(=O)CCCl,-1.16
CC(=O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2C(=O)C=C2[C@@]1(C)CC[C@@]1([C@H]2C[C@](C)(CC1)C(=O)O)C)C)C,-10.596
CCC(C(=O)N)(SCC=C)CC,-2.509
O=C(C(Cl)Cl)Nc1ccccc1C(=O)C,-3.259
CCN(C(=O)[C@@H](Oc1cccc2c1cccc2)C)CC,-3.57
COc1ccc2c(c1O)[C@]13CCC[C@@H]([C@H]3[C@@H](C2)N(CC1)C)O,-1.851
OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(c2c1ncnc2N)C#N,-2.191
CN(CCC(c1ccccc1Cl)(c1ccccc1)O)C,-3.618
O=C(c1ccccc1)CC(c1ccccc1)c1ccccc1,-5.551
COC(=O)[C@H]1[C@@H](C[C@@H]2N([C@H]1CC2)C)OC(=O)c1ccccc1,-2.23
COc1ccc(cc1)Cl,-2.78
OC(c1ccccc1)(c1ccccc1)C1CCCC(N1)C(c1ccccc1)(c1ccccc1)O,-6.686
CC(=O)Nc1ccccc1O,-2.24
CN(CCN1C(=O)CCCc2c1cccc2)C,-2.22
CCCC(=O)C1=C(O)C(=C(C(C1=O)(C)C)O)Cc1c(OC)cc(c(c1O)C(=O)CCC)O,-5.341
NNC(=O)c1cc(Cl)nc(c1)Cl,-1.11
CCCCN1CCCC(C1)OC(=O)Nc1c(C)cccc1Cl,-5.211
COc1cc2c(cc1OC)CCN(C2CCc1c(Cl)cccc1Cl)C,-5.67
C=CCC1(C(=O)NC(=O)NC1=O)c1ccccc1,-2.18
Clc1c(Cl)cccc1c1cccc(c1Cl)Cl,-7.28
OCC(=O)[C@H]1CC[C@@H]2[C@]1(C)CC(=O)[C@H]1[C@H]2CC[C@@H]2[C@]1(C)CC[C@H](C2)O,-3.866
OC(=O)C(Cc1c(C)n(c2c1cccc2)Cc1ccccc1)N,-4.87
CCc1cccs1,-2.59
CCCCCc1ccc(cc1O)O,-1.955
O=C1NC(=O)C2(C(=O)N1)CCCC[Si](C2)(C)C,-3.087
O=C(CCc1ccccc1)OCCCN1CCCCC1C,-4.178
Cc1ccc(cc1)Cl,-3.08
CCCNC(COC(=O)c1ccccc1)(C)C,-2.249
NC(=O)OCCCOc1ccccc1C,-2.658
S=c1[nH]cnc2c1nccn2,-2.77
N#Cc1cc(c2ccncc2)c([nH]c1=O)C,-3.989
CCOC(=O)c1c(C)ccc(c1OCC(CNC(C)C)O)C(C)C,-3.856
CC(c1ccc(cc1)O)(C)C,-2.41
C#C[C@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CCCC[C@H]12,-5.569
CCCCCCC(=O)OCN1C(=O)NC(C1=O)(c1ccccc1)c1ccccc1,-6.3
CCCCOc1ccc(cc1C)CC(=O)NO,-3.085
CC1CCCC(C1)O,-1.28
CCC1CNC(=O)OC21CCN(CC2)CCCC(=O)c1ccc(cc1)Cl,-4.514
CO[C@]12[C@H]3N[C@H]3CN1C1=C([C@H]2COC(=O)N)C(=O)C(=C(C1=O)C)Nc1ccccc1,-2.294
CCN(CCSCC(=O)O[C@@H]1C[C@@](C)(C=C)[C@@H](O)[C@@H]([C@]23[C@H]([C@@]1(C)[C@H](C)CC2)C(=O)CC3)C)CC,-5.851
CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,-3.226
Cl/N=C/1\C=C(Br)C(=O)C(=C1)Br,-3.707
ClCCN(C(=O)NC1CCC(CC1)C(=O)O)N=O,-2.532
Clc1cc(Cl)c(cc1c1cccc(c1Cl)Cl)Cl,-7.21
COc1cc(ccc1OC)CC(=O)C,-1.572
CCN(CCC(c1cccc2c1cccc2)(C(=O)N)C(C)C)CC,-5.152
Oc1ccc2c(c1)CC=C1[C@@H]2CC[C@]2([C@H]1CCC2=O)C,-5.28
CN(CCCNc1nc2c(o1)ccc(c2)Cl)C,-2.433
CC(C1(OC(=O)C(C)C)C(=O)NC(=O)NC1=O)c1ccccc1,-4.386
C[C@@H]1Cc2c(N1NC(=O)c1ccc(c(c1)S(=O)(=O)N)Cl)cccc2,-3.59
CCCCCC(C#C)O,-1.287
NC(=O)N1c2ccccc2CCc2c1cccc2,-4.152
CCN(C(=O)N1CCN(CC1)CC(=O)NN=Cc1ccc(o1)[N+](=O)[O-])CC,-3.675
ClCCN(C(=O)NC1CCSCC1)N=O,-2.804
CC(Cc1ccccc1)C,-4.12
CCC(C(=O)NC(=O)NC(=O)C)(CC)Br,-2.759
CCCCCCCCCCCCCCCCN(C)C,-6.482
[O-][N+](=O)c1cccc(c1Cl)Cl,-3.48
CCCN1CCC(C1)OC(=O)Nc1c(C)cccc1C,-3.936
CCC(=O)N1C2CCC1CN(C2)CCNc1ccccc1,-2.659
Cn1c2nc([nH]c2c(=O)n(c1=O)C)C1CC1,-1.621
Fc1ccccc1Br,-2.7
CCC(c1ccccc1)(O)C,-1.869
COc1cc(Cc2cnc(nc2N)N)cc(c1SC)OC,-2.75
CCC1(O)CCCCC1,-1.832
Clc1ccc(cc1)C1CCc2c(N(C1=O)CCCN(C(C)C)C(C)C)cccc2,-7.452
CCC(CC)Cl,-2.63
OC(=O)CC[C@H](C(=O)O)NC(=O)c1ccc(cc1)N(Cc1cnc2c(n1)c(N)nc(n2)N)C,-2.243
Clc1ccc2c(c1)C(=NCC(=O)N2C)c1ccccc1F,-3.756
CCCC(c1ccccc1)(C(=O)OC1CCCN(C1)CC)O,-2.736
COC(=O)c1c(C)ccc(c1OCC(=O)OCCN1CCCCC1)C(C)C,-4.797
CCCCCCCNCCSS(=O)(=O)O,-1.293
CCCCCOc1cc(/C=C/C(=O)NO)ccc1OC,-3.662
Clc1cc(Cl)c(c(c1c1ccccc1Cl)Cl)Cl,-7.43
CC(c1ccc2c(c1)nc(o2)c1ccc(cc1)C(=O)C)C(=O)O,-3.637
CC(CNc1ccccc1C(=O)N)O,-1.148
CN1C(=O)C2CCC(C1=O)N2C(=O)/C=C/c1ccccc1,-2.553
O=C(c1ccccc1)Nc1ncccc1C,-2.505
C[C@@H]1OC(=O)C(NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@@H](OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC1=O)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C,-8.625
CCCCCBr,-3.07
CCC1(NC(=O)N(C1=O)C)c1ccccc1,-2.236
CSc1c(Cl)nc(nc1N1CCN(CC1)C)N1CCOCC1,-2.062
CCCC[C@@H](COC(=O)c1ccccc1C(=O)OC[C@H](CCCC)CC)CC,-6.96
O=C1c2ccccc2c2c3c1ccc(c3ccc2)c1ccc2c3c1cccc3c1c(C2=O)cccc1,-11.531
CCN(C(=S)SSC(=S)N(CC)CC)CC,-4.86
CCC(=O)c1ccc(cc1)OCC(OC(=O)C)CN1CCN(CC1)c1ccccc1,-4.275
NC1=NCC(O1)CSc1ccc(c(c1)Cl)Cl,-3.766
CN1CCCC1c1c[nH]c2c1cc(Cl)cc2,-2.375
O=Cc1ccc(cc1)NC(=O)C,-1.58
OCCNC(=O)c1ccccc1OCC=C,-1.803
Cc1cc(C)c(c(c1)C)O,-2.05
CCn1c2nc(C)cc(c2[nH]c(=O)c2c1nccc2)C,-4.55
CCCOc1ccc(cc1Cl)/C=C/C(=O)NO,-3.575
[O-][N+](=O)c1ccc(nc1)OCCCCCNCCSS(=O)(=O)O,-1.924
OC(=O)Cc1cccc2c1cccc2,-2.65
NCC(c1ccc(cc1)Cl)CC(=O)O,-2.01
N#Cc1cc(I)c(c(c1)[N+](=O)[O-])O,-4.661
OC(c1ccccc1)CNc1ccccn1,-2.186
O=c1[nH]nc(c(n1)c1ccccc1)c1ccccc1,-4.161
CCCCOc1ccc(cc1CC)CC(=O)NO,-3.608
O=C(N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C)COc1ccccc1,-3.54
OCCNc1ccccc1C(=O)O,-1.676
CCCn1c(=O)n(C)c(=O)c2c1nc[nH]2,-1.591
Nc1c2cccc(c2nc2c1cccc2)c1ccccc1,-5.84
CCCCN1CCN(C1=O)CCCC,-2.896
CCn1c2cc(Cl)ccc2oc1=O,-3.058
COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@H]4CC[C@@H]1O)C,-1.652
CCCSc1ccc2c(c1)[nH]c(n2)NC(=O)OC,-4.843
CCCC(COC(=O)N)(COC(=O)N)CC,-2.154
c1ccc2c(c1)c1ccc3c(c1cc2)ccc1c3cccc1,-7.87
CCCCc1c(C)[nH]c(=S)[nH]c1=O,-2.367
CSc1ccccn1,-1.576
COc1c2c(=O)cc(oc2cc2c1cco2)C,-3.931
O=C/C=C(\CCC=C(C)C)/C,-2.06
CCSCC,-1.34
COc1ccc(cc1)S(=O)(=O)Nc1nnc(s1)CC(C)C,-3.987
C=CCc1ccccc1OCC(CNC(C)C)O,-2.659
Oc1ccc2c(c1)ccc1c2CC[C@@]2([C@@H]1CCC2=O)C,-5.24
C=CCC(COC(=O)N)(COC(=O)N)CC,-2.022
O=C(c1ccccc1O)Nc1cccc(c1)C(F)(F)F,-4.309
COc1ccc(cc1)C(=O)N1CC=Cc2c1cccc2,-3.969
CCCCCC(C(c1cc(O)c2c(c1)OC(C1=C2CC(C)CC1)(C)C)C)C,-9.472
CC[C@H](C(C)C)C,-4.28
CCc1ccc(c2c(c1)c(C)cc2)C,-5.62
NC(=O)C(c1cccc2c1cccc2)(CCN1CCCCC1)CCN1CCCCC1,-6.192
Nc1ccc2c(c1)nc1c(c2)cc(cc1)S(=O)(=O)N,-2.968
[O-][N+](=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],-2.89
COC(C[Hg]Cl)CNC(=O)N,-1.524
O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CC[C@@H]2O)C)C1)C,-4.35
CCCCN(CCCC)CCCC,-3.12
C1CC[C@H]2[C@@H](C1)CCCC2,-5.19
[O-][N+](=O)c1cccc(c1)P(=O)(c1cccc(c1)[N+](=O)[O-])O,-3.071
Clc1cc(Cl)c2c(c1Cl)nsn2,-4.98
CCCCC(CCC)NCCSS(=O)(=O)O,-1.753
O=c1oc2ccccc2cc1C,-2.395
O=CN(/C(=C(\SS/C(=C(\N(Cc1cnc(nc1N)C)C=O)/C)/CCOC(=O)c1ccccc1)/CCOC(=O)c1ccccc1)/C)Cc1cnc(nc1N)C,-7.431
OC(=O)/C=C/c1ccc(cc1)Br,-2.991
OC(CN1CCN(CC1)c1ccc(c(c1)C)C)COc1cccc(c1)C(=O)C,-3.727
CCOC(=O)NCC(CNC(=O)OCC)(CC)CC,-3.675
ClCCN(C(=O)NC1CSCSC1)N=O,-2.944
COCCN(C(=O)c1cc(OC)c(c(c1)OC)OC)CCOC,-1.322
COc1cccccc1=O,-1.093
CN(c1ccnc(n1)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1)C,-6.981
CN(CCCN1c2ccccc2NCc2c1cccc2)C,-4.306
CCOP(=O)(Sc1ccc(cc1)[N+](=O)[O-])OCC,-3.472
CC(=O)Nc1ccc(cc1)Br,-3.08
O=C(NCc1ccccc1)CCNNC(=O)c1ccncc1,-2.119
OC(=O)C(C1CCC=CC1)N,-1.604
COc1cc2OC(C)(C)C=Cc2c2c1c(=O)c1c(n2C)cccc1,-5.788
N#CC(c1cc(cc(c1)C(C#N)(C)C)Cn1ncnc1)(C)C,-2.768
OC(=O)c1cc(c(cc1NCc1ccco1)Cl)S(=O)(=O)N,-3.66
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](C)O[C@H](C[C@@H]2OC(=O)C)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]2[C@@H]3C[C@@H](O)[C@]3([C@]2(O)CC[C@@H]3C2=CC(=O)OC2)C)C)[C@@H]([C@H]([C@@H]1O)O)O,-6.436
COP(=S)(SCC(=O)N(C=O)C)OC,-2.0
CN1CCCC(C1)OC(=O)C(c1cccs1)(c1ccccc1)O,-2.766
C=CC(C)C,-2.73
CCN1CCC(C1)OC(=O)Nc1c(C)cccc1C,-3.415
CN(/N=N/c1ccc(cc1)C#N)C,-2.778
CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](O)[C@H](C(=O)[C@@]3(C[C@@H]([C@@H]([C@H]2C)O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)C)CO3)C)O[C@H]([C@@H]1O)C,-4.647
Clc1ccc2c(c1)C(=NCc1n2c(C)nn1)c1ccccc1Cl,-4.08
COc1ccc(cc1)Oc1ccc(cc1)NC(=O)N(C)C,-4.16
OC(=O)c1cc(I)c(c(c1)I)O,-4.202
Brc1ccccc1Br,-3.5
ClCCN(c1c[nH]c(=O)[nH]c1=O)CCCl,-2.374
COCP(=O)(c1ccccc1)c1ccccc1,-1.949
O=C1c2ncccc2c2c(C1=O)nccc2,-3.584
FC(c1ccc(c(c1)N1C(=O)C2C(C1=O)C1OC2CC1)Cl)(F)F,-2.526
CNC(=O)/C(=C(/c1ccccc1)\C)/C,-2.616
N#C[C@@H](c1cccc(c1)Oc1ccccc1)OC(=O)[C@@H]1[C@H](C1(C)C)C=C(Cl)Cl,-8.02
CCCCCCCCN[C@@H]([C@H](c1ccc(cc1)SC(C)C)O)C,-5.46
CN1CCCC(C1)CC1c2ccccc2Sc2c1cccc2,-4.882
Nc1ncc(c(n1)N)Cc1ccc2c(c1)OCO2,-2.272
CSc1c(Cl)nc(nc1N1CCNCC1)NC,-1.233
COc1ccc2c(c1)[nH]c(n2)S(=O)Cc1ncc(c(c1C)OC)C,-3.623
Clc1ccc2c(c1)C(=NCC(=O)N2CC1CC1)c1ccccc1,-4.754
CCOP(=S)(Oc1nc(Cl)c(cc1Cl)Cl)OCC,-5.67
O=C1NC(=O)NC(=O)C1(O)C1(O)C(=O)NC(=O)NC1=O,-1.99
CN1C2CCC1CN(C2)C(=O)c1ccc(cc1)CC(=O)O,-2.54
CCC[C@@H]1CCCCN1,-1.5
CN(C(CN1c2ccccc2Sc2c1cccc2)C)C,-4.26
CC1(C)CN1P(=O)(N1CC1(C)C)N1CC1(C)C,-1.679
C/C=C/c1ccc(cc1)OC,-3.13
CN([C@H](Cc1ccccc1)C)Cc1ccccc1,-3.474
CCCC(COC(=O)N)(COC(=O)N(CC)CC)C,-3.627
CCCCCC1CCCC1,-6.08
CN(/N=C\C(=O)c1ccc(cc1)Oc1ccccc1)C,-3.553
OC(=O)C(c1ccc2c(c1)nc(o2)c1ccc(c(c1)Cl)Cl)C,-5.206
Brc1cc(Br)c2c(c1)nc(o2)N,-4.06
OC(=O)C(c1ccc2c(c1)nc(s2)c1ccccc1)C,-4.104
CCCC(COC(=O)N)COC(=O)N,-1.143
Oc1ccccc1C(=O)N(C1CCCCC1)C1CCCCC1,-5.57
FCCCCCCC#N,-2.332
CCN(CCOc1c(ccc(c1C(=O)O)C)C(C)C)CC,-4.36
O=C1N=C(c2c1cccc2)N,-1.688
Clc1ccc(nc1)OCCCCCCNCCSS(=O)(=O)O,-2.686
CCCCOc1ccc(cn1)N,-2.033
Clc1cccc(c1NC1=NCCN1)Cl,-1.229
c1ncc2c(c1)ccs2,-1.675
OC(=O)c1ccccc1Cl,-1.89
CC(NCC(c1ccc(c(c1)Cl)Cl)O)C,-2.838
OC[C@H]([C@@H](c1ccc(cc1)S(=O)(=O)C)O)NC(=O)C(Cl)Cl,-2.15
OCCCNc1ccccc1C(=O)N,-1.216
CCCCC(COC(=O)/C=C\C(=O)OCC(CCCC)CC)CC,-8.464
CCN(CC(=O)Nc1c(C)cccc1C)CC,-1.76
CCCC(CC(OC(=O)N)C)OC(=O)N,-1.601
Clc1ccc2c(c1)c(C)cc(n2)OCCCCCNCCSS(=O)(=O)O,-4.24
Cc1ccnc2c1ccc1c2nccc1C,-3.97
CCCC(=O)N1C2CCC1CN(C2)C,-1.32
CCCCCCCCCCCCCCCCCC(=O)O,-5.68
COC1=CC(=O)O[C@H](C1)/C=C/c1ccc2c(c1)OCO2,-2.854
O=C(CN1CCN(CC1)CCc1ccccc1)NN=Cc1ccc(o1)[N+](=O)[O-],-3.456
O=C(C(O)(C)C)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],-4.027
O=C(C1=C(O)c2ccccc2S(=O)(=O)N1C)Nc1nccs1,-3.061
OC(=O)C(c1ccc2c(c1)nc(o2)c1ccccc1)C,-3.603
CCCCCOc1ccc(cc1)C(=O)OCCCN1CCCCC1C,-6.016
COc1ccc2c(c1)[C@]13CCN4[C@H]1C[C@@H]1[C@@H]5[C@@H]3N2C(=O)C[C@@H]5OCC=C1C4,-3.437
O=c1occ([nH]1)c1ccc2c(c1)cccc2,-2.936
CCC1(CC)C(=O)NC(=O)N(C1=O)C(C)C,-2.867
OC(COc1cccc(c1C(=O)C)O)COc1cccc(c1C(=O)C)O,-2.173
CN(c1c(C)n(C)c(=O)n(c1=O)C1CCCC1)C,-2.651
COc1ccc2c(c1)[nH]c1c2CCN2[C@@H]1C[C@H]1[C@@H](C2)C[C@H]([C@@H]([C@H]1C(=O)OC)OC)OC(=O)c1cc(OC)c(c(c1)OC)OC,-3.921
CCC1(C)OC(=O)N(C1=O)C,-1.272
CCOCOC(=O)c1ccccc1Nc1c(Cl)ccc(c1Cl)C,-6.666
Cc1ccc(c(c1)O)C,-1.54
CCOC(=O)C1(CCN(CC1)CCc1ccc(cc1)N)c1ccccc1,-4.033
Clc1cc(Cl)c(cc1c1c(Cl)cc(c(c1Cl)Cl)Cl)Cl,-7.92
CC(=O)C[C@H](c1c(=O)oc2c(c1O)cccc2)c1ccccc1,-3.89
ClCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)Br)CCCl,-7.026
CCOC(=O)c1c[nH]c2c(c1=O)cc(c(c2)OCC1CC1)OCC1CC1,-8.094
ClCCN(C(=O)NC1CCC(CC1)COC(=O)C)N=O,-3.343
OC(=O)c1ccccc1O,-1.82
Clc1ccc(cc1)c1ccccc1,-5.2
O=C(NC(C)(C)C)Oc1cccc(c1)NC(=O)N(C)C,-2.93
CCC12OCC(CO1)(CO2)CC,-2.523
CCCC(COC(=O)N)(COC(=O)NCCC)C,-3.175
CCCCCOc1ccc(cc1Cl)CC(=O)NO,-3.84
n1ccc(cc1)c1ccncc1,-1.54
CCCCCOCCCCC,-3.769
Nc1nc(N)c2c(n1)nc(c(n2)c1ccccc1)N,-2.4
CCCCC(Cc1ccccc1)N,-2.356
Ic1cc(Cl)c2c(c1O)nccc2,-4.053
CCCCN(C(=O)N1CCCCC1)CCN(C(=O)N1CCCCC1)CCCC,-6.282
CC(c1[nH]c2c(c1C(=O)c1cccnc1)cccc2)C,-4.098
CC(=O)N(c1nc(c(o1)c1ccccc1)c1ccccc1)C(=O)C,-3.379
O=C1C2C3CCC(C2C(=O)N1c1ccc(cc1)Cl)O3,-1.488
OCC(Cn1c(=O)c2n(C)cnc2n(c1=O)C)O,-1.12
CC(C(=O)c1ccccc1)N(C)C,-1.245
CCc1nc2c(o1)cccc2,-2.63
c1ccc2c(c1)oc1c2cccc1,-4.6
Clc1ccc2=NC(=N)CN(C(=c2c1)c1ccccc1)O,-2.095
c1ccc(cc1)CN(c1ccccc1)CC1=NCCN1,-2.6
CC1=NN(C(=O)C1/N=N/c1ccc(cc1)C(=O)O)c1ccccc1,-5.767
O=C1C[C@@H]2OCC=C3[C@H]4[C@@H]2[C@@H]2N1c1ccc(cc1[C@]12CCN([C@H]1C4)C3)[N+](=O)[O-],-3.731
CCCOc1c(ccc(c1C(=O)O)C)C(C)C,-4.203
c1ccc(cc1)NNc1ccccc1,-2.92
O=CN(/C(=C(\SC(=O)c1ccccc1)/CCOP(=O)(O)O)/C)Cc1cnc(nc1N)C,-3.539
CN(C(=O)/C(=C(\c1ccccc1)/C)/C)C,-2.898
CCOc1ccc(cc1)NC(=O)c1ccccc1O,-3.801
Nc1cc(nc([n+]1[O-])N)N1CCCCC1,-1.99
CCCCCCCCCCCCCCC,-9.446
O=C(N(C)C)N[C@H]1C[C@H]2C[C@@H]1[C@H]1[C@@H]2CCC1,-3.01
C#C[C@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12,-4.63
